"id" "area_construida_m2" "Bairro" "Cep" "cidade_uf" "Endereço" "fim_termo_convenio" "situacao_termo_convenio" "termo_convenio" "Situação" "uf"
"1018570" NA "Senhor Divino                                                                                       " "79400-000" "Coxim                        - MS" "Rua Afonso Costa Campos, entre a Rua dos Anjos e a Rua da Cohab, 1557 " "25/07/2016" "Vigente" "11148/2014" "
                            Em 
                            Planejamento pelo proponente" "MS"
"1016908" NA "Vila Arthur                                                                                         " "78140-443" "Várzea Grande                        - MT" "Rua Edmácimo Alves da Silva, Campo do Grêmio, 00 " "12/02/2018" "Vigente" "10652/2014" "
                            Em 
                            Planejamento pelo proponente" "MT"
"24900" NA "Res. Ataíde Ferreira                                                                                " "78151-012" "Várzea Grande                        - MT" "Rua B,   " "30/12/2016" "Vigente" "7849/2014" "
                            Em 
                            Planejamento pelo proponente" "MT"
"1018696" NA "Jangolandia" "68785-000" "Colares                        - PA" "Rua Vereador Raul Monteiro,  145 " "31/07/2016" "Vigente" "34955/2014" "
                            Em 
                            Planejamento pelo proponente" "PA"
"1024749" NA "Distrito de Americano                                                                               " "68790-000" "Santa Isabel do Pará                        - PA" "Avenida Cristo Rei, Vila De Americano, 00 " "08/04/2018" "Vigente" "11782/2014" "
                            Em 
                            Planejamento pelo proponente" "PA"
"32998" NA "MANDACARÚ                                                                                           " "58027-740" "João Pessoa                        - PB" "Rua Alfredo José de Athaíde, Localização Cartográfica - SEPLAN/PMJP = Setor 17, Quadra 113, Lote 0000, 000 " "30/09/2016" "Vigente" "4096/2013" "
                            Em 
                            Planejamento pelo proponente" "PB"
"1017688" NA "SITIO CAMPINHOS                                                                                     " "58184-000" "Nova Palmeira                        - PB" "ESTRADA VICINAL NOVA PALMEIRA/SÍTIO PAPA FINA, ZONA RURAL, 00 " "31/12/2017" "Vigente" "32255/2014" "
                            Em 
                            Planejamento pelo proponente" "PB"
"1006809" NA "Porta Florada                                                                                       " "55640-265" "Gravatá                        - PE" "Avenida Maria Emília de Farias Neves,  00 " "06/12/2016" "Vigente" "7290/2013" "
                            Em 
                            Planejamento pelo proponente" "PE"
"1001906" NA "Bandeirante                                                                                         " "55520-000" "Ribeirão                        - PE" "Rua Manoel Tomaz da Silva,  00 " "18/10/2016" "Vigente" "5743/2013" "
                            Em 
                            Planejamento pelo proponente" "PE"
"1016246" NA "Centro                                                                                              " "64243-000" "São João da Fronteira                        - PI" "Rua Projetada,   " "18/05/2017" "Vigente" "9999/2014" "
                            Em 
                            Planejamento pelo proponente" "PI"
"1014107" NA "Centro                                                                                              " "64165-000" "Joca Marques                        - PI" "AV. EDILBERTO MARQUES, ZONA URBANA, 00 " "30/06/2016" "Vigente" "29909/2014" "
                            Em 
                            Planejamento pelo proponente" "PI"
"1009292" NA "Jardim São Francisco                                                                                " "83501-470" "Almirante Tamandaré                        - PR" "Rua José Real Prado,  265 " "22/03/2017" "Vigente" "8692/2014" "
                            Em 
                            Planejamento pelo proponente" "PR"
"1015421" NA "Santa Clara                                                                                         " "85140-000" "Candói                        - PR" "Avenida Francisco Pedro da Luz,  334 " "30/06/2017" "Vigente" "31467/2014" "
                            Em 
                            Planejamento pelo proponente" "PR"
"1014576" NA "Guaxindiba                                                                                          " "24726-123" "São Gonçalo                        - RJ" "Rua Dona Antônia Couto, QD 155, Lotes, 01, 28, 29,30,31,32., 000 " "28/04/2017" "Vigente" "9351/2014" "
                            Em 
                            Planejamento pelo proponente" "RJ"
"1012822" NA "Bom Pastor                                                                                          " "26110-272" "Belford Roxo                        - RJ" "Rua Marinalva Souza da Silva, Estrada Belford Roxo, 000 " "20/03/2017" "Vigente" "8986/2014" "
                            Em 
                            Planejamento pelo proponente" "RJ"
"1018463" NA "Centro" "59970-000" "Marcelino Vieira                        - RN" "Sítio Juazeiro, Zona Rural, 01 " "31/08/2016" "Vigente" "32860/2014" "
                            Em 
                            Planejamento pelo proponente" "RN"
"1011085" NA "Zona Rural                                                                                          " "59164-000" "Nísia Floresta                        - RN" "RUA ITALIA, COLONIA DE PIUM,   " "12/04/2017" "Vigente" "11669/2014" "
                            Em 
                            Planejamento pelo proponente" "RN"
"24906" NA "Mariana                                                                                             " "76813-000" "Porto Velho                        - RO" "Rua 5 - Residencial Orgulho do Madeira, Quadra 540 - Acesso pela Rua Plácido de Castro, 0000 " "31/12/2016" "Vigente" "4110/2014" "
                            Em 
                            Planejamento pelo proponente" "RO"
"1017352" NA "Setor 05                                                                                            " "76923-000" "Vale do Paraíso                        - RO" "Rua A 1, Quadra 12, 000 " "01/02/2018" "Vigente" "10883/2014" "
                            Em 
                            Planejamento pelo proponente" "RO"
"1010816" NA "Centro                                                                                              " "69390-000" "Uiramutã                        - RR" "Malacacheta / UIRAMUTÃ/RR, Comunidade Malacacheta, 01 " "30/06/2016" "Vigente" "28099/2014" "
                            Em 
                            Planejamento pelo proponente" "RR"
"1016664" NA "Centro                                                                                              " "69358-000" "Uiramutã                        - RR" "Comunidade Água Fria - Rua Brasil,  00 " "05/02/2018" "Vigente" "11652/2014" "
                            Em 
                            Planejamento pelo proponente" "RR"
"1011002" NA "Jardim Krahe                                                                                        " "94435-200" "Viamão                        - RS" "Rua Américo Caetano de Souza,  0000 " "18/08/2016" "Vigente" "9872/2014" "
                            Em 
                            Planejamento pelo proponente" "RS"
"19970" NA " Santuário                                                                                          " "96800-000" "Santa Cruz do Sul                        - RS" "Rua Projetada Nº 16,  00 " "10/11/2016" "Vigente" "1079/2011" "
                            Em 
                            Planejamento pelo proponente" "RS"
"1017550" NA "Divinéia                                                                                            " "89121-000" "Rio dos Cedros                        - SC" "Rua Paraíba,  299 " "03/07/2017" "Vigente" "11699/2014" "
                            Em 
                            Planejamento pelo proponente" "SC"
"1012858" NA "Passo Manso                                                                                         " "89032-460" "Blumenau                        - SC" "Rua Elvira Bornhofen, Terreno , 00 " "21/03/2017" "Vigente" "9021/2014" "
                            Em 
                            Planejamento pelo proponente" "SC"
"1012878" NA "Zona Rural                                                                                          " "49230-000" "Santa Luzia do Itanhy                        - SE" "Povoado Rua da Palha,  001 " "29/03/2017" "Vigente" "9066/2014" "
                            Em 
                            Planejamento pelo proponente" "SE"
"1006885" NA "Pratas                                                                                              " "49400-000" "Lagarto                        - SE" "Rua Edivaldo Júnior de Farias,   " "01/12/2016" "Vigente" "7358/2013" "
                            Em 
                            Planejamento pelo proponente" "SE"
"1006104" NA "Residencial Santa Rosa                                                                              " "18970-000" "Chavantes                        - SP" "Rua Theodoro Gonçalves de Almeida,  000 " "26/07/2016" "Vigente" "7100/2013" "
                            Em 
                            Planejamento pelo proponente" "SP"
"1018629" NA "JARDIM ACAPULCO" "14804-902" "Araraquara                        - SP" "AV. ENGENHEIRO PRUDENTE FERNANDES MONTEIRO,  000 " "31/08/2016" "Vigente" "32887/2014" "
                            Em 
                            Planejamento pelo proponente" "SP"
"1001612" NA "Jardim dos Ipês II                                                                                  " "77820-174" "Araguaína                        - TO" "Rua 73A esquina com a Rua A4, Area pública QD 95, 00 " "31/12/2016" "Vigente" "5148/2013" "
                            Em 
                            Planejamento pelo proponente" "TO"
"1010698" NA "Plano Diretor Sul                                                                                   " "77025-115" "Palmas                        - TO" "ARSE 142 APM 19 ALAMEDA 06, 1403 Sul, 19 " "30/08/2017" "Vigente" "7749/2013" "
                            Em 
                            Planejamento pelo proponente" "TO"
